Age,Occupation,purchase1,purchase2,purchase3,purchase4,purchase5
65,18,715,6622,1165,10016,12146
55,16,1940,5417,179,6337,9932
18,4,1847,6757,994,1666,7049
32,20,3016,9294,1389,8546,5589
69,18,2878,4617,889,12203,8381
29,2,4865,8802,1251,21208,3581
32,18,1927,3414,887,7897,8307
55,9,3434,1181,1596,18256,4477
65,6,1846,2264,434,6988,5796
54,2,4876,5454,618,3306,14228
25,19,961,2411,198,4638,2973
60,5,39,7160,191,11648,11614
60,11,1893,6760,910,3399,11400
55,13,2618,709,1972,20420,633
60,12,3600,6637,369,14973,9501
44,3,1119,9631,1231,13086,13263
66,5,3056,1798,11,2017,10098
36,16,4950,8825,859,16215,5865
54,20,2774,7489,1442,18235,8649
45,9,173,3379,12,24992,7021
46,18,4289,8053,1610,18683,4468
59,6,818,4088,1491,9418,12909
43,1,4695,9973,1880,14447,11215
31,6,1615,6121,9,10948,11237
40,16,4411,174,1097,11014,13264
18,1,1636,3381,1800,11273,14047
69,15,3098,4345,2350,7355,1251
34,8,3400,9373,1119,18060,5909
17,19,4357,2239,1879,21507,9788
25,20,973,4972,386,24578,9714
26,14,2859,8480,1542,23040,13075
70,8,3413,3819,1457,6618,14601
46,11,4110,8372,699,10222,3281
54,12,2070,4509,2407,15633,9370
17,1,2542,3894,476,15120,11855
24,18,436,5071,1034,20124,6378
70,12,1899,4196,904,6454,7556
47,2,1766,1509,1118,2915,5798
19,16,2250,2432,671,5048,4485
40,4,2114,659,962,3529,12201
28,16,4106,5563,1474,4204,974
63,7,4904,4911,2231,13434,14945
25,3,1803,368,815,7698,3437
55,1,82,7346,2104,2195,7525
26,15,1196,6138,2265,23307,617
35,1,4592,3898,1992,19088,12014
35,9,4696,3632,1614,847,7731
66,3,3253,9686,633,21790,6588
30,5,1418,335,1455,5235,6528
33,15,3284,2430,1668,10323,11519
40,15,4926,9750,9,19793,3668
56,8,1121,7780,1650,3688,6900
25,20,2696,3849,894,2950,14404
55,4,2962,4490,1079,15264,5657
30,8,2216,7453,2420,15905,13337
18,8,1759,8381,354,18482,2968
23,17,918,8432,1764,13559,6295
50,7,892,4253,1641,12192,7757
70,13,809,1382,810,24632,1095
17,9,351,3845,2232,15653,12522
36,12,4147,5431,176,19005,9505
48,12,158,1216,365,3250,5593
65,15,1733,671,1723,1203,1978
31,1,4247,1281,1654,10338,758
20,5,824,5608,882,11692,5383
68,1,2280,6464,1201,3853,2129
18,20,2530,9449,1960,5341,8676
67,9,58,3540,415,22292,10826
22,4,768,3235,940,23249,13529
35,10,3825,1609,680,18509,2976
27,2,3913,1613,1369,15007,12387
55,1,4935,1895,302,17892,4270
34,6,4264,7624,2407,21552,8373
24,17,4304,3152,2096,19478,4879
30,7,1436,5146,568,19662,11339
23,14,4750,4946,626,8715,7530
62,13,2501,531,778,16164,1903
59,15,4195,5559,1313,18265,381
43,18,2006,3648,203,2024,9775
44,12,976,8853,550,10443,14678
49,14,4895,7870,2213,813,664
68,5,4008,3076,2186,9916,9214
49,12,4942,8243,1037,20982,5569
63,8,3634,9041,595,18384,13154
31,6,324,7183,2336,4317,7610
22,6,4493,6582,1389,13604,1381
28,11,3883,3808,1537,10914,11899
52,16,790,6618,2070,14432,6168
34,18,704,9708,418,17316,10329
51,20,4991,7821,1446,14595,8319
65,8,1508,2332,1039,7464,13141
48,1,2254,828,1269,8368,14115
65,7,4414,6275,2402,9437,14991
38,5,1362,3911,2242,17755,8473
39,20,4378,2236,2375,2246,10765
68,14,1231,1724,27,6786,8325
19,17,2520,7205,1438,10826,283
45,8,3486,8879,1780,14660,13199
29,2,2116,6200,2036,12342,13055
23,10,4655,645,1105,12327,7859
16,18,2100,2376,2019,12458,12081
54,5,4363,1554,1735,3436,11028
36,6,4327,1412,1019,9992,940
49,18,1836,7856,1009,3074,13724
58,20,2938,7594,305,8462,5394
70,8,2547,3203,1236,459,9850
31,19,289,1051,936,2003,8423
43,12,3905,497,1440,16285,10674
67,17,2914,5214,795,17533,5605
59,20,4287,8834,671,7182,10586
66,4,2978,3731,456,6890,9577
59,4,4728,7193,1962,24186,7790
20,1,2620,8323,1854,13606,6812
55,17,2761,8311,2187,9058,12446
64,14,1052,6277,1718,8974,709
57,11,2382,6923,760,11019,7482
37,12,4977,9230,2313,20746,6357
24,10,1568,473,957,566,8806
29,9,339,6997,343,17424,8175
65,4,4352,6719,2254,17337,10100
68,16,4809,2411,1089,21582,7666
64,17,4195,4363,764,22843,14605
18,17,836,4648,428,2786,8778
45,4,3680,3936,2315,200,9785
17,2,4302,5291,1343,12142,12397
43,7,3476,3960,2118,18576,11973
18,16,1282,7300,690,8098,8151
36,5,283,855,1724,22283,5983
32,10,4410,9298,2105,23775,4795
42,19,2218,6261,1782,267,2900
63,1,2768,1901,1657,22928,10573
65,9,3508,7420,1086,11224,2433
20,1,1358,3645,361,11480,12694
66,9,3941,4165,1948,11335,10045
45,7,2765,964,1578,23350,12577
46,9,2367,5564,1509,14475,9802
68,4,3988,5635,1566,5206,6725
27,20,4804,9791,1176,24040,10540
59,10,4625,5098,1153,14906,4844
50,11,1729,9394,694,10636,10836
36,18,1946,1129,2317,2527,7098
35,5,2808,9182,2421,13970,4708
45,8,2313,1546,1266,21239,4941
52,10,4932,9478,710,14024,9259
65,18,4395,4763,2147,8243,8457
52,16,4425,1052,1283,11297,7553
28,8,4548,6995,2298,3917,13266
29,13,4300,1373,62,21151,2533
57,15,1937,9601,1576,6578,3882
24,8,2991,2831,115,4214,14493
58,20,951,1742,686,4642,1815
51,1,1700,6848,890,15950,1457
23,20,2950,5279,269,21147,12264
61,6,4133,8249,113,1856,4832
19,19,2224,9176,1309,15177,7697
26,20,4399,4809,1361,12812,6167
59,3,851,3741,730,10777,9710
54,8,908,579,1606,21221,10403
18,18,4,8060,407,12622,2143
62,17,1612,1435,2062,2862,9977
65,16,2894,6917,426,18613,13691
34,6,235,5315,796,5871,7099
34,7,2798,4909,1212,3908,440
65,4,790,9814,631,7825,14013
54,5,1275,4355,231,18042,5343
27,10,1531,3960,999,24630,1138
50,20,4394,2046,2369,5805,607
25,1,1378,8787,773,13666,5064
23,5,998,7910,1725,4189,3475
41,13,1571,4297,413,9897,9725
66,12,3963,2047,84,3679,7049
40,10,1519,74,1453,3610,5704
69,16,4754,5584,1087,6443,12806
40,5,1099,9540,2370,19146,11872
57,15,1193,6800,1715,24354,10577
39,12,338,8605,2319,23446,5790
70,7,1819,3745,849,24817,1445
26,11,1335,9381,743,22854,2286
36,11,266,4611,793,17847,387
33,3,1331,8253,1266,11426,4450
56,12,2080,4465,1862,15359,13199
60,18,3300,6473,2417,9246,291
20,6,175,7299,52,17264,14125
22,6,4943,8525,896,16815,7316
17,17,62,8156,955,12342,3577
53,16,4204,2288,1565,23111,8557
37,13,2188,1305,826,13204,12990
25,8,1620,9282,2385,5040,4704
32,2,4203,4900,2192,2869,9383
57,11,2999,8609,1178,17136,1446
48,17,4489,1973,2052,10668,103
67,2,1866,8442,1904,5944,5926
26,1,1673,7208,551,21010,14139
66,2,1075,3633,1497,8659,918
39,5,4067,2919,1505,1841,8434
53,1,2468,4802,676,2670,12614
29,14,2641,2300,1655,21792,12978
46,6,1789,5097,576,17729,4312
24,7,3623,9999,2327,19483,1129
68,11,3196,558,2303,23284,1834
30,12,505,6048,480,13246,2445
35,11,1517,2871,875,15760,9280
20,11,1449,4586,1961,11536,6313
66,10,1716,6568,1606,4935,4601
31,5,4484,5237,1107,3756,4978
63,15,4969,2064,1727,14807,12508
67,9,3812,5669,1160,14883,10631
68,18,4399,5091,833,17836,3296
58,17,3502,2904,2365,692,5387
21,8,2217,9979,1313,14963,7449
47,20,4941,8896,340,18726,3452
51,5,790,3378,2113,16885,10017
27,18,4835,3483,1777,18498,3402
28,14,4138,8010,928,6519,756
41,14,4760,13,1439,17073,397
25,7,478,3225,1561,8279,1895
70,1,3196,5747,1451,14330,1188
23,4,2441,912,1621,2036,6650
21,7,716,1841,671,8152,3129
63,9,4914,4538,167,23944,6381
37,6,4089,9155,1815,2598,3704
32,20,4451,4869,1866,1264,11984
46,13,3957,8108,775,11839,4336
21,6,3205,6766,835,2095,4807
19,19,3557,1654,1195,1345,5067
28,9,4548,3793,1146,5510,2143
48,5,4605,3889,1871,12155,14958
31,13,1570,7066,2306,10993,4095
52,15,2171,6351,250,23086,8832
21,18,1166,458,511,24541,5789
68,5,605,8084,1462,7917,5082
59,11,741,4678,1828,5770,6805
16,1,3277,8938,1802,24181,10650
47,3,2055,7280,1142,24681,6043
43,14,4562,6530,949,5655,1262
66,4,1685,431,803,1584,14225
38,19,3321,4090,697,12897,11003
61,6,1943,8402,824,24156,2786
27,8,3936,507,1025,3076,1842
17,20,1799,1767,238,6729,7394
34,6,966,1533,1764,318,4010
19,5,2459,8601,567,18574,2860
30,3,1541,7353,34,4204,12362
40,2,4635,7343,1766,2962,11556
40,4,2835,5092,1320,19877,7616
25,4,299,3252,2101,19468,8184
51,7,4678,7413,509,22372,12304
55,13,4207,9019,1888,3542,4176
66,14,1448,3970,1865,3332,7205
24,4,2136,9103,2174,19981,5654
37,2,2122,8690,869,5114,5961
64,10,991,2674,1677,3528,6033
56,13,391,4516,2051,15374,2381
25,7,1934,5654,1561,11799,7911
54,15,3298,6252,888,22902,941
60,14,962,7107,1276,3786,7254
40,3,4782,9514,68,3197,10578
66,8,1043,3141,1907,18569,14868
56,3,4217,134,1977,19729,2237
32,1,848,9016,1411,16491,4619
43,3,1211,6313,372,13069,4508
38,13,1920,5858,2353,10032,11579
62,8,779,8836,1341,9096,2620
23,11,4726,6064,1881,6441,11688
31,16,4347,5429,2133,18648,9740
41,10,4719,3667,352,24418,7288
40,1,4612,4739,898,20568,947
53,17,2980,572,275,20572,7362
55,11,3092,5860,1489,3268,6452
32,17,681,2040,1452,771,14455
39,12,3005,9552,1110,5133,11046
43,6,2641,14,1900,3315,1385
31,2,1937,6496,1291,12772,168
67,13,942,7692,2016,4778,1916
44,5,104,1238,1550,16362,2156
35,16,2551,546,2296,12008,2820
51,6,3224,241,718,23473,918
54,1,744,6510,1684,20346,14647
29,8,3875,2800,1486,5939,12881
36,11,513,6492,1677,4195,10623
24,13,1253,8218,1461,13916,9465
38,16,3600,481,2461,8579,1727
58,17,3165,9521,369,6093,3470
46,6,4551,162,2230,7018,7077
48,3,1518,4682,1038,13758,7891
41,12,4881,8010,2055,20044,362
22,19,1789,2299,1068,14546,9355
60,17,4313,1291,739,20545,10971
47,16,2719,8558,922,5540,3719
68,9,2369,8553,195,4327,6583
57,18,4467,866,871,137,6269
36,20,4786,4525,1590,11955,13743
42,8,1971,7163,904,1895,192
53,12,2752,4042,2213,21911,11825
41,18,1654,2615,853,11765,11382
45,9,957,3060,770,5671,5905
66,15,0,6440,875,9427,11381
65,20,4932,1731,1728,6916,10671
29,15,4527,1800,1440,15131,10449
50,4,1149,902,1250,18231,9063
68,20,165,2099,273,10548,5544
65,20,4724,9780,2344,15143,10262
34,11,3350,2817,1295,8154,9595
69,19,3215,9056,1021,21082,1155
63,6,3832,3586,1708,16112,1142
42,8,1652,8876,807,11614,6191
70,13,3892,6876,1283,11670,1526
33,14,478,7381,1264,17109,10354
43,20,4713,7881,1519,13589,10016
24,7,283,650,1809,2973,8989
16,15,3342,566,928,21755,8326
29,20,3780,2828,385,20635,4961
49,19,1786,4501,2480,19168,12320
30,10,3243,1,1761,8708,5211
18,9,2369,8755,1321,21712,11731
70,1,4731,6964,2464,11328,8441
47,16,2023,8885,1507,19674,6319
53,17,450,3277,2325,1576,14812
25,6,4830,4587,394,18828,11569
62,5,1711,7297,514,24540,10033
21,10,2526,7964,1606,515,2662
41,9,2061,8302,2208,22801,10763
57,10,3991,5178,1416,4334,9867
28,18,1970,640,1949,24388,10196
43,9,3949,7975,71,17364,13263
52,2,4113,2853,1562,19195,10974
48,1,3952,8252,1734,15422,9396
51,19,2860,6006,229,18180,9351
30,9,759,977,699,8002,12682
63,9,3576,1849,642,3608,12169
25,6,1794,4737,1074,19380,12036
42,12,224,7170,2408,6618,4577
65,9,3375,9082,1047,14177,7991
48,8,1879,3078,829,18711,4843
64,10,2021,6190,1687,17285,4574
48,8,1784,6358,808,3888,1705
67,4,732,2323,961,16144,8047
28,1,3917,9950,1678,16374,3522
63,14,628,1062,340,3475,13667
40,14,2446,4611,1177,9245,7548
56,19,4301,6301,1993,16003,5988
20,12,3869,6920,145,3422,883
45,20,2510,7822,1340,16618,11621
39,1,1260,7237,547,17889,1593
25,10,4777,7121,2370,14190,10239
34,4,3532,5062,724,243,12599
18,12,1099,5792,39,690,6565
45,4,1330,9635,1454,7488,9720
25,5,1445,3698,851,8288,8806
28,20,3900,8429,1536,9450,4054
50,5,3412,3955,2187,24721,9500
47,13,4816,8346,837,21533,9401
38,11,1007,9254,1210,7373,6010
62,11,2999,7687,1249,17244,11732
67,9,333,5858,1225,3147,5020
27,8,1249,2056,2223,24232,8360
47,9,3525,7071,1240,22186,8608
51,2,436,8110,1768,8855,7731
70,19,673,6215,1389,7730,14833
28,20,4388,6936,1161,7409,179
65,1,4495,5599,1681,23086,14785
18,20,3928,6371,379,9213,6056
20,10,593,243,1311,18017,265
18,3,1538,6408,896,19000,5535
67,12,2856,6858,663,4018,1630
49,20,1820,2769,272,8713,7461
19,6,3311,4847,1988,6850,14522
21,10,49,7371,1022,11967,14604
26,13,4676,1850,2198,23471,9480
56,20,4508,1554,2002,7703,3324
45,10,4110,9739,2369,5168,7104
40,19,2121,5251,186,22306,10130
25,3,1025,9291,2317,7278,10696
51,18,4410,4413,2114,8259,8148
54,9,839,7345,850,11787,10500
59,1,1455,6785,473,2760,6978
58,8,4243,9318,70,17216,11993
32,5,2024,7979,2443,2581,12486
18,4,1313,7597,2105,23650,14
57,8,2094,370,289,5589,9035
65,15,1416,6767,1422,8556,9511
18,8,4536,6511,1241,10572,4131
32,9,3549,3356,638,24565,2648
36,3,1009,6426,1018,7204,4768
25,3,1447,4334,878,21125,897
69,15,979,9660,72,6693,5301
28,17,2210,8178,1803,8775,6921
65,15,3800,4295,815,6837,10042
33,10,3471,8812,2445,14341,3607
32,13,3349,8958,31,22623,13144
42,15,4223,2206,2063,19631,5961
38,12,4042,9963,727,13020,13269
50,18,3868,9967,1849,4106,634
32,1,1795,7555,2439,5520,14039
21,8,2512,2838,1012,22002,3892
47,15,1018,7994,1860,20526,2128
27,4,118,2274,1267,3320,3061
42,9,3960,6124,722,3752,138
41,11,1804,1726,1789,14772,5473
34,17,3152,1043,1471,12362,799
62,13,213,8719,1846,13727,12714
33,13,2830,7501,314,2532,6137
54,8,2268,9701,364,18627,6859
26,3,126,5212,328,21592,3058
30,10,485,5397,1468,1499,3890
24,19,2733,2604,601,12684,12314
70,13,1309,1462,671,18477,6716
55,7,3455,8644,1233,76,3092
27,1,2051,7928,2066,23818,8066
19,11,4589,6806,1800,23026,6311
66,10,4968,8014,2283,8187,12631
28,10,217,3520,2179,13314,9154
47,3,826,7176,201,19803,7965
36,12,88,428,325,18648,14383
28,2,4428,4891,2252,20851,5770
49,3,399,3602,1948,2118,9382
61,20,1760,1269,1871,14653,9150
65,6,749,5230,587,20519,8529
67,2,3492,4798,1479,9987,10430
53,11,4906,9911,2231,3149,4064
53,14,4120,7548,1173,10746,3475
23,7,1712,3379,1854,23303,4979
43,19,2541,8374,1945,9920,9428
44,18,4170,2732,1776,11895,332
54,18,4268,1159,1220,20262,14131
39,7,2286,7990,2313,19429,10879
18,17,391,3650,1370,10891,2739
25,5,1561,8006,812,11914,11395
52,2,1634,1929,713,21936,8319
18,15,4989,7541,270,10827,14221
57,15,899,5748,2384,9264,7133
70,19,2385,8054,1279,14215,12594
25,20,257,3061,2410,13102,12405
33,7,4074,9533,1525,16233,9271
53,13,1496,451,792,11187,5971
67,18,3231,1685,1144,20540,11779
35,7,2387,3641,922,8139,6985
17,13,1792,776,444,23659,840
27,7,4285,6141,1603,10431,327
31,19,4843,2200,1421,4928,9896
62,10,43,8448,1548,24334,5085
50,8,4634,4303,1493,11710,14735
70,16,4429,135,249,6633,5918
22,4,1906,5238,2271,23471,5462
46,2,499,3738,16,11433,2332
31,4,2483,8091,1560,24081,1012
66,3,1172,397,993,21113,1706
64,12,3169,5132,1801,18495,5834
17,5,559,3507,334,14378,7562
52,3,4250,90,1497,17547,4512
18,20,3930,7489,1548,13944,7170
51,6,3283,4941,1212,21203,9706
57,10,1264,9980,398,4423,6903
42,5,1395,1336,805,12378,878
17,12,2106,4991,355,18996,14530
57,6,3131,460,1997,23831,218
45,4,2640,8981,923,24287,370
16,6,72,6003,179,12357,8162
37,1,3215,1127,2101,18839,13959
69,4,702,743,88,24348,7413
31,18,4548,242,2009,1036,10753
23,17,4390,603,1814,21004,4024
40,6,4014,6232,77,18352,9863
46,11,1011,4119,515,11599,1688
28,10,2401,103,144,15713,5946
63,15,1691,8036,1322,14924,1308
45,13,4191,3857,174,15410,3895
66,3,2491,7370,1808,6736,13174
69,20,2479,4371,1963,21323,14052
63,2,3547,576,1258,20043,9251
63,17,4815,1594,1074,14111,2425
16,11,3674,2360,1613,18185,7774
31,20,2131,6633,2270,5329,12200
49,8,822,1378,1697,12087,9352
53,7,1311,5730,1605,23723,8941
46,18,464,828,175,10835,8749
27,17,601,6052,1526,16821,2677
16,8,3991,3015,1931,16497,1294
30,15,781,5247,1814,14780,14376
34,9,4179,1002,2421,24100,4088
41,15,3988,5695,669,4672,3562
18,4,1077,927,1464,2496,2171
64,8,2363,2291,1509,7636,1143
36,5,3938,378,712,20330,13624
58,4,705,1234,1786,13877,7530
36,13,916,6787,1526,12836,12498
35,13,1028,9082,2391,6043,13169
54,6,1210,1702,671,11650,7994
24,4,1655,5804,1845,13521,13501
35,11,4157,6039,444,2693,4037
31,16,4043,838,1956,11703,5937
38,11,2332,2259,26,5114,6513
62,11,1949,5410,2259,4289,4681
52,2,2388,428,1740,12699,12781
32,12,1429,2828,1533,12400,3193
38,13,3036,5324,564,19849,10769
69,16,3292,8211,59,5488,2879
48,7,3226,348,1792,11279,8523
18,2,4554,6969,137,1668,13540
22,20,1343,837,238,23439,4481
35,6,3507,1274,1767,23611,8262
39,19,3877,3461,1076,12612,1088
30,10,1035,9221,791,21084,1826
19,8,1328,3086,563,10406,7936
27,10,1594,9204,1398,4186,8179
34,19,1094,8724,915,8700,11485
64,11,200,3572,531,4424,5882
59,12,3408,7362,813,1423,10478
42,19,4695,7744,2348,23987,11508
35,14,1134,8872,2412,6693,8393
21,19,2217,8929,727,17483,3606
28,18,1128,5730,953,6893,5983
24,15,3607,3135,1834,24866,843
67,3,3322,3273,1743,4767,10963
55,20,910,2085,1952,1280,10780
31,5,4803,6000,77,19139,13855
42,5,2675,4477,2344,8347,5701
68,3,688,1598,659,7967,4909
54,15,1610,2134,95,21044,1523
29,17,1828,6601,1239,13216,2539
18,19,888,7685,1401,10117,9679
38,5,1704,5955,168,19317,9284
18,8,163,5963,2268,15805,8131
51,17,4540,8295,880,7758,14375
36,14,1095,5941,1481,24414,8115
60,1,3688,8272,2460,14440,12670
33,7,2282,3535,2454,18679,9910
43,11,2959,6929,1154,23283,3118
20,7,1712,2151,987,12555,5183
43,20,2901,6938,1952,8283,13768
61,6,4020,9941,1420,21266,14122
17,11,3352,4150,406,19117,6609
26,4,3634,8657,2382,3603,5164
56,3,339,8100,830,24094,2849
61,13,903,1398,1884,5727,11836
34,11,2050,9277,1081,21774,8460
56,18,4263,4206,203,10191,4502
30,19,1325,4694,1904,11321,9343
46,9,2214,7574,2292,14997,4335
51,9,3299,1267,1505,22559,14296
17,13,2916,1505,364,17693,5992
34,1,607,160,1219,24470,653
16,7,1368,6340,902,4280,5308
64,15,4475,4605,1057,317,14777
34,10,2666,3958,714,15094,8942
40,9,3284,266,548,11641,4078
39,5,1707,7881,1122,17314,5726
60,15,3180,3517,1705,13307,8577
67,9,700,2475,1279,8578,13983
67,5,3295,1806,1688,5635,4548
66,1,3024,8193,2413,22224,3916
30,2,4479,2201,395,6873,13511
55,12,2243,8549,1298,19637,7290
29,9,2438,9124,1978,24590,2368
43,5,1249,749,1689,12511,6950
57,18,4437,3543,45,12,3815
53,20,3846,902,446,7905,13517
48,10,4819,5351,369,23352,13894
33,11,189,6453,1274,1159,14061
64,5,4211,8462,692,946,12181
44,13,1565,4541,169,18946,3586
48,13,622,2215,1844,7775,455
34,5,1723,8270,873,3643,1660
29,20,3163,3721,2311,19157,12335
48,7,2631,4484,880,1811,14894
49,17,4468,6224,369,22552,3015
45,15,2943,2591,679,21262,11711
17,5,439,8174,1006,6659,3165
58,19,2739,265,2491,23017,12355
18,8,4446,6491,971,20390,4844
19,1,472,5508,2204,5486,12268
64,10,3702,5035,1275,10969,9164
55,7,4774,3040,973,11973,551
38,3,3453,2622,945,21074,9362
24,9,2585,5927,1029,20553,3242
66,19,2266,5298,2201,9606,1960
38,12,2508,6985,252,10440,8548
23,17,4928,1629,230,1214,2307
70,8,4190,7197,531,13969,7401
37,7,1358,2179,653,5826,436
36,19,1085,4965,2279,10720,929
17,1,1217,4442,50,8056,9185
67,19,2800,6627,2001,23627,1103
55,8,4183,6026,203,4054,3185
68,9,4254,8454,493,19991,4774
56,12,2090,7004,2210,15060,7369
22,6,1627,7866,1067,16471,7465
64,12,4583,2589,2494,15712,12891
16,3,1352,5697,1742,21500,11873
27,7,4985,1239,117,15660,2411
22,1,1162,2664,1082,6364,6059
66,8,2885,8389,128,17659,9697
62,3,3988,2699,1180,22722,10051
46,9,895,5419,613,17355,12329
62,20,4628,9027,1036,18953,5715
20,16,4002,9553,1122,6831,11497
21,5,296,5635,2021,19086,13475
53,6,4668,3274,2080,3588,10031
25,20,966,8804,1822,5390,10390
43,16,2488,3695,659,12460,1269
21,15,1696,3645,1517,19894,6858
66,20,2851,2667,278,16859,12296
33,7,17,6092,644,19883,4118
40,11,939,1197,1110,3360,4930
48,6,311,4816,2127,8575,8905
30,14,1666,2559,2099,18060,14011
59,13,3718,7717,1393,23212,3193
59,15,4272,2309,2236,4024,1591
37,19,3108,8430,1092,19965,8884
64,5,3604,2041,1446,10198,14766
16,7,4599,9978,1921,3030,8929
37,4,2320,4340,2254,2091,374
38,4,1137,8599,1609,22873,12555
21,7,811,2435,1024,18514,1348
22,16,920,3321,1217,20940,2460
70,10,3557,4412,3,8072,5155
48,14,1873,9305,880,4150,4391
44,18,2520,4736,348,11153,1940
58,8,1031,8179,1515,17418,10515
36,7,1696,4798,510,2243,10181
44,18,4343,3027,1181,24902,11012
32,14,2226,3177,2012,1378,1152
27,2,357,7946,1989,1725,1121
50,14,4246,9176,337,24341,6439
59,2,1885,9554,1316,9121,11589
22,9,1503,3286,1374,6668,3694
29,5,3284,2570,1225,23221,2336
57,11,2162,7570,1092,10213,2815
45,14,4813,3288,2020,3672,2405
19,8,7,8977,1404,10083,13923
32,2,2226,4844,589,15138,14537
61,6,3897,1797,946,17603,7945
30,1,2926,804,38,2157,7768
46,10,2869,218,899,2490,5365
34,16,1428,4339,1570,2137,575
64,7,2349,6856,1050,23634,14900
67,14,1099,446,1739,24342,5656
53,19,1796,4063,600,18292,13052
17,11,1062,5578,1094,7905,7302
55,20,3751,8289,1697,12909,5507
58,15,3996,1394,1845,12115,6291
17,10,3047,2414,2015,10935,7070
56,15,1250,806,331,3442,5201
44,10,4675,5983,895,5187,10544
21,7,3175,8943,2112,14708,3455
68,11,2166,2322,1102,14873,1794
64,5,808,3427,1765,23384,1884
24,16,4019,8497,40,23934,4251
36,11,2133,1535,27,4906,6157
44,13,4796,7932,1676,20166,12198
24,12,4963,8818,1381,2890,8441
53,2,2757,6122,2493,16572,7913
50,15,2418,1896,2489,19439,10034
35,7,622,5434,378,11961,7263
28,10,4188,5432,1319,12937,12181
26,18,2267,1214,2111,21001,11469
18,8,4860,9480,1585,3900,9801
